day_id,condition_text
D1943,Partly Cloudy
D1944,Light Precipitation
D1945,Partly Cloudy
D1946,Light Precipitation
D1947,Light Precipitation
D1948,Light Precipitation
D1949,Clear and Sunny
D1950,Light Precipitation
D1951,Light Precipitation
D1952,Light Precipitation
D1953,Light Precipitation
D1954,Light Precipitation
D1955,Light Precipitation
D1956,Light Precipitation
D1957,Light Precipitation
D1958,Partly Cloudy
D1959,Partly Cloudy
D1960,Light Precipitation
D1961,Light Precipitation
D1962,Partly Cloudy
D1963,Partly Cloudy
D1964,Partly Cloudy
D1965,Partly Cloudy
D1966,Partly Cloudy
D1967,Partly Cloudy
D1968,Light Precipitation
D1969,Partly Cloudy
D1970,Partly Cloudy
D1971,Partly Cloudy
D1972,Partly Cloudy
D1973,Partly Cloudy
D1974,Partly Cloudy
D1975,Light Precipitation
D1976,Partly Cloudy
D1977,Light Precipitation
D1978,Partly Cloudy
D1979,Clear and Sunny
D1980,Clear and Sunny
D1981,Clear and Sunny
D1982,Clear and Sunny
D1983,Clear and Sunny
D1984,Clear and Sunny
D1985,Clear and Sunny
D1986,Clear and Sunny
D1987,Clear and Sunny
D1988,Clear and Sunny
D1989,Clear and Sunny
D1990,Clear and Sunny
D1991,Clear and Sunny
D1992,Partly Cloudy
D1993,Clear and Sunny
D1994,Clear and Sunny
D1995,Clear and Sunny
D1996,Clear and Sunny
D1997,Clear and Sunny
D1998,Clear and Sunny
D1999,Clear and Sunny
D2000,Clear and Sunny
D2001,Clear and Sunny
D2002,Clear and Sunny
D2003,Clear and Sunny
D2004,Clear and Sunny
D2005,Clear and Sunny
D2006,Clear and Sunny
D2007,Clear and Sunny
D2008,Clear and Sunny
D2009,Clear and Sunny
D2010,Mist or Fog
D2011,Mist or Fog
D2012,Clear and Sunny
D2013,Clear and Sunny
D2014,Clear and Sunny
D2015,Clear and Sunny
D2016,Clear and Sunny
D2017,Clear and Sunny
D2018,Clear and Sunny
D2019,Clear and Sunny
D2020,Clear and Sunny
D2021,Clear and Sunny
D2022,Clear and Sunny
D2023,Clear and Sunny
D2024,Clear and Sunny
D2025,Clear and Sunny
D2026,Clear and Sunny
D2027,Clear and Sunny
D2028,Clear and Sunny
D2029,Partly Cloudy
D2030,Partly Cloudy
D2031,Clear and Sunny
D2032,Clear and Sunny
D2033,Clear and Sunny
D2034,Clear and Sunny
D2035,Clear and Sunny
D2036,Clear and Sunny
D2037,Clear and Sunny
D2038,Clear and Sunny
D2039,Clear and Sunny
D2040,Clear and Sunny
D2041,Clear and Sunny
D2042,Clear and Sunny
D2043,Clear and Sunny
D2044,Clear and Sunny
D2045,Clear and Sunny
D2046,Clear and Sunny
D2047,Partly Cloudy
D2048,Clear and Sunny
D2049,Clear and Sunny
D2050,Clear and Sunny
D2051,Clear and Sunny
D2052,Clear and Sunny
D2053,Clear and Sunny
D2054,Partly Cloudy
D2055,Cloudy and Overcast
D2056,Clear and Sunny
D2057,Clear and Sunny
D2058,Clear and Sunny
D2059,Clear and Sunny
D2060,Clear and Sunny
D2061,Clear and Sunny
D2062,Clear and Sunny
D2063,Clear and Sunny
D2064,Clear and Sunny
D2065,Partly Cloudy
D2066,Clear and Sunny
D2067,Mist or Fog
D2068,Partly Cloudy
D2069,Clear and Sunny
D2070,Partly Cloudy
D2071,Clear and Sunny
D2072,Clear and Sunny
D2073,Clear and Sunny
D2074,Clear and Sunny
D2075,Mist or Fog
D2076,Clear and Sunny
D2077,Partly Cloudy
D2078,Clear and Sunny
D2079,Clear and Sunny
D2080,Partly Cloudy
D2081,Partly Cloudy
D2082,Partly Cloudy
D2083,Partly Cloudy
D2084,Light Rain with Thunder
D2085,Partly Cloudy
D2086,Partly Cloudy
D2087,Partly Cloudy
D2088,Partly Cloudy
D2089,Partly Cloudy
D2090,Partly Cloudy
D2091,Partly Cloudy
D2092,Partly Cloudy
D2093,Light Precipitation
D2094,Partly Cloudy
D2095,Partly Cloudy
D2096,Clear and Sunny
D2097,Partly Cloudy
D2098,Partly Cloudy
D2099,Partly Cloudy
D2100,Partly Cloudy
D2101,Partly Cloudy
D2102,Partly Cloudy
D2103,Partly Cloudy
D2104,Partly Cloudy
D2105,Partly Cloudy
D2106,Clear and Sunny
D2107,Clear and Sunny
D2108,Partly Cloudy
D2109,Partly Cloudy
D2110,Partly Cloudy
D2111,Partly Cloudy
D2112,Partly Cloudy
D2113,Partly Cloudy
D2114,Partly Cloudy
D2115,Partly Cloudy
D2116,Partly Cloudy
D2117,Partly Cloudy
D2118,Light Precipitation
D2119,Partly Cloudy
D2120,Partly Cloudy
D2121,Partly Cloudy
D2122,Partly Cloudy
D2123,Partly Cloudy
D2124,Partly Cloudy
D2125,Partly Cloudy
D2126,Partly Cloudy
D2127,Partly Cloudy
D2128,Partly Cloudy
D2129,Partly Cloudy
D2130,Partly Cloudy
D2131,Partly Cloudy
D2132,Light Precipitation
D2133,Partly Cloudy
D2134,Partly Cloudy
D2135,Partly Cloudy
D2136,Partly Cloudy
D2137,Partly Cloudy
D2138,Partly Cloudy
D2139,Partly Cloudy
D2140,Partly Cloudy
D2141,Partly Cloudy
D2142,Partly Cloudy
D2143,Partly Cloudy
D2144,Partly Cloudy
D2145,Partly Cloudy
D2146,Partly Cloudy
D2147,Partly Cloudy
D2148,Partly Cloudy
D2149,Partly Cloudy
D2150,Partly Cloudy
D2151,Partly Cloudy
D2152,Partly Cloudy
D2153,Partly Cloudy
D2154,Partly Cloudy
D2155,Light Precipitation
D2156,Partly Cloudy
D2157,Partly Cloudy
D2158,Partly Cloudy
D2159,Partly Cloudy
D2160,Clear and Sunny
D2161,Clear and Sunny
D2162,Clear and Sunny
D2163,Clear and Sunny
D2164,Clear and Sunny
D2165,Clear and Sunny
D2166,Clear and Sunny
D2167,Clear and Sunny
D2168,Clear and Sunny
D2169,Clear and Sunny
D2170,Clear and Sunny
D2171,Clear and Sunny
D2172,Clear and Sunny
D2173,Clear and Sunny
D2174,Partly Cloudy
D2175,Partly Cloudy
D2176,Clear and Sunny
D2177,Partly Cloudy
D2178,Partly Cloudy
D2179,Clear and Sunny
D2180,Clear and Sunny
D2181,Partly Cloudy
D2182,Cloudy and Overcast
D2183,Partly Cloudy
D2184,Clear and Sunny
D2185,Clear and Sunny
D2186,Clear and Sunny
D2187,Clear and Sunny
D2188,Clear and Sunny
D2189,Clear and Sunny
D2190,Clear and Sunny
D2191,Clear and Sunny
D2192,Clear and Sunny
D2193,Clear and Sunny
D2194,Clear and Sunny
D2195,Clear and Sunny
D2196,Clear and Sunny
D2197,Clear and Sunny
D2198,Clear and Sunny
D2199,Clear and Sunny
D2200,Clear and Sunny
D2201,Clear and Sunny
D2202,Clear and Sunny
D2203,Clear and Sunny
D2204,Clear and Sunny
D2205,Clear and Sunny
D2206,Clear and Sunny
D2207,Clear and Sunny
D2208,Clear and Sunny
D2209,Clear and Sunny
D2210,Partly Cloudy
D2211,Rain Showers
D2212,Partly Cloudy
D2213,Partly Cloudy
D2214,Rain Showers
D2215,Partly Cloudy
D2216,Partly Cloudy
D2217,Partly Cloudy
D2218,Light Rain with Thunder
D2219,Partly Cloudy
D2220,Thunderstorms
D2221,Clear and Sunny
D2222,Partly Cloudy
D2223,Partly Cloudy
D2224,Light Rain with Thunder
D2225,Partly Cloudy
D2226,Clear and Sunny
D2227,Partly Cloudy
D2228,Partly Cloudy
D2229,Partly Cloudy
D2230,Light Rain with Thunder
D2231,Partly Cloudy
D2232,Partly Cloudy
D2233,Partly Cloudy
D2234,Clear and Sunny
D2235,Partly Cloudy
D2236,Partly Cloudy
D2237,Clear and Sunny
D2238,Clear and Sunny
D2239,Partly Cloudy
D2240,Clear and Sunny
D2241,Clear and Sunny
D2242,Clear and Sunny
D2243,Clear and Sunny
D2244,Clear and Sunny
D2245,Clear and Sunny
D2246,Clear and Sunny
D2247,Clear and Sunny
D2248,Clear and Sunny
D2249,Clear and Sunny
D2250,Clear and Sunny
D2251,Clear and Sunny
D2252,Clear and Sunny
D2253,Clear and Sunny
D2254,Clear and Sunny
D2255,Clear and Sunny
D2256,Clear and Sunny
D2257,Clear and Sunny
D2258,Clear and Sunny
D2259,Clear and Sunny
D2260,Clear and Sunny
D2261,Clear and Sunny
D2262,Light Precipitation
D2263,Moderate to Heavy Rain
D2264,Partly Cloudy
D2265,Light Precipitation
D2266,Rain Showers
D2267,Partly Cloudy
D2268,Rain Showers
D2269,Moderate to Heavy Rain
D2270,Light Precipitation
D2271,Partly Cloudy
D2272,Cloudy and Overcast
D2273,Light Precipitation
D2274,Light Precipitation
D2275,Light Precipitation
D2276,Partly Cloudy
D2277,Partly Cloudy
D2278,Partly Cloudy
D2279,Partly Cloudy
D2280,Cloudy and Overcast
D2281,Light Precipitation
D2282,Light Precipitation
D2283,Light Precipitation
D2284,Partly Cloudy
D2285,Light Precipitation
D2286,Rain Showers
D2287,Light Precipitation
D2288,Partly Cloudy
D2289,Rain Showers
D2290,Partly Cloudy
D2291,Partly Cloudy
D2292,Partly Cloudy
D2293,Partly Cloudy
D2294,Partly Cloudy
D2295,Partly Cloudy
D2296,Rain Showers
D2297,Light Precipitation
D2298,Light Precipitation
D2299,Partly Cloudy
D2300,Rain Showers
D2301,Light Precipitation
D2302,Light Precipitation
D2303,Clear and Sunny
D2304,Partly Cloudy
D2305,Light Precipitation
D2306,Partly Cloudy
D2307,Partly Cloudy
D2308,Light Precipitation
D2309,Partly Cloudy
D2310,Partly Cloudy
D2311,Light Precipitation
D2312,Light Precipitation
D2313,Light Precipitation
D2314,Light Precipitation
D2315,Cloudy and Overcast
D2316,Partly Cloudy
D2317,Partly Cloudy
D2318,Clear and Sunny
D2319,Clear and Sunny
D2320,Partly Cloudy
D2321,Partly Cloudy
D2322,Clear and Sunny
D2323,Partly Cloudy
D2324,Clear and Sunny
D2325,Clear and Sunny
D2326,Clear and Sunny
D2327,Clear and Sunny
D2328,Clear and Sunny
D2329,Clear and Sunny
D2330,Light Precipitation
D2331,Partly Cloudy
D2332,Partly Cloudy
D2333,Partly Cloudy
D2334,Clear and Sunny
D2335,Rain Showers
D2336,Clear and Sunny
D2337,Partly Cloudy
D2338,Partly Cloudy
D2339,Light Precipitation
D2340,Partly Cloudy
D2341,Partly Cloudy
D2342,Light Precipitation
D2343,Light Precipitation
D2344,Partly Cloudy
D2345,Clear and Sunny
D2346,Partly Cloudy
D2347,Partly Cloudy
D2348,Partly Cloudy
D2349,Partly Cloudy
D2350,Partly Cloudy
D2351,Light Precipitation
D2352,Partly Cloudy
D2353,Partly Cloudy
D2354,Partly Cloudy
D2355,Partly Cloudy
D2356,Partly Cloudy
D2357,Partly Cloudy
D2358,Partly Cloudy
D2359,Light Precipitation
D2360,Partly Cloudy
D2361,Partly Cloudy
D2362,Partly Cloudy
D2363,Partly Cloudy
D2364,Partly Cloudy
D2365,Partly Cloudy
D2366,Clear and Sunny
D2367,Clear and Sunny
D2368,Clear and Sunny
D2369,Clear and Sunny
D2370,Clear and Sunny
D2371,Clear and Sunny
D2372,Clear and Sunny
D2373,Clear and Sunny
D2374,Clear and Sunny
D2375,Clear and Sunny
D2376,Clear and Sunny
D2377,Clear and Sunny
D2378,Clear and Sunny
D2379,Clear and Sunny
D2380,Clear and Sunny
D2381,Clear and Sunny
D2382,Clear and Sunny
D2383,Clear and Sunny
D2384,Clear and Sunny
D2385,Clear and Sunny
D2386,Clear and Sunny
D2387,Clear and Sunny
D2388,Clear and Sunny
D2389,Clear and Sunny
D2390,Clear and Sunny
D2391,Clear and Sunny
D2392,Cloudy and Overcast
D2393,Light Precipitation
D2394,Light Precipitation
D2395,Partly Cloudy
D2396,Clear and Sunny
D2397,Cloudy and Overcast
D2398,Light Precipitation
D2399,Partly Cloudy
D2400,Clear and Sunny
D2401,Partly Cloudy
D2402,Clear and Sunny
D2403,Clear and Sunny
D2404,Clear and Sunny
D2405,Light Precipitation
D2406,Clear and Sunny
D2407,Light Precipitation
D2408,Partly Cloudy
D2409,Light Precipitation
D2410,Partly Cloudy
D2411,Cloudy and Overcast
D2412,Clear and Sunny
D2413,Light Precipitation
D2414,Light Precipitation
D2415,Clear and Sunny
D2416,Clear and Sunny
D2417,Partly Cloudy
D2418,Clear and Sunny
D2419,Clear and Sunny
D2420,Clear and Sunny
D2421,Clear and Sunny
D2422,Clear and Sunny
D2423,Partly Cloudy
D2424,Cloudy and Overcast
D2425,Partly Cloudy
D2426,Clear and Sunny
D2427,Clear and Sunny
D2428,Clear and Sunny
D2429,Thunderstorms
D2430,Mist or Fog
D2431,Partly Cloudy
D2432,Clear and Sunny
D2433,Clear and Sunny
D2434,Partly Cloudy
D2435,Clear and Sunny
D2436,Clear and Sunny
D2437,Clear and Sunny
D2438,Partly Cloudy
D2439,Clear and Sunny
D2440,Partly Cloudy
D2441,Clear and Sunny
D2442,Partly Cloudy
D2443,Partly Cloudy
D2444,Partly Cloudy
D2445,Moderate to Heavy Rain
D2446,Partly Cloudy
D2447,Light Precipitation
D2448,Partly Cloudy
D2449,Partly Cloudy
D2450,Partly Cloudy
D2451,Partly Cloudy
D2452,Light Precipitation
D2453,Partly Cloudy
D2454,Partly Cloudy
D2455,Partly Cloudy
D2456,Partly Cloudy
D2457,Partly Cloudy
D2458,Partly Cloudy
D2459,Partly Cloudy
D2460,Partly Cloudy
D2461,Partly Cloudy
D2462,Partly Cloudy
D2463,Partly Cloudy
D2464,Partly Cloudy
D2465,Partly Cloudy
D2466,Partly Cloudy
D2467,Partly Cloudy
D2468,Partly Cloudy
D2469,Partly Cloudy
D2470,Partly Cloudy
D2471,Partly Cloudy
D2472,Clear and Sunny
D2473,Clear and Sunny
D2474,Light Rain with Thunder
D2475,Partly Cloudy
D2476,Clear and Sunny
D2477,Clear and Sunny
D2478,Clear and Sunny
D2479,Partly Cloudy
D2480,Light Precipitation
D2481,Clear and Sunny
D2482,Clear and Sunny
D2483,Clear and Sunny
D2484,Clear and Sunny
D2485,Clear and Sunny
D2486,Clear and Sunny
D2487,Clear and Sunny
D2488,Clear and Sunny
D2489,Clear and Sunny
D2490,Clear and Sunny
D2491,Clear and Sunny
D2492,Clear and Sunny
D2493,Clear and Sunny
D2494,Clear and Sunny
D2495,Clear and Sunny
D2496,Light Precipitation
D2497,Clear and Sunny
D2498,Partly Cloudy
D2499,Light Precipitation
D2500,Clear and Sunny
D2501,Partly Cloudy
D2502,Clear and Sunny
D2503,Cloudy and Overcast
D2504,Clear and Sunny
D2505,Clear and Sunny
D2506,Partly Cloudy
D2507,Cloudy and Overcast
D2508,Mist or Fog
D2509,Cloudy and Overcast
D2510,Partly Cloudy
D2511,Partly Cloudy
D2512,Clear and Sunny
D2513,Partly Cloudy
D2514,Partly Cloudy
D2515,Clear and Sunny
D2516,Cloudy and Overcast
D2517,Partly Cloudy
D2518,Clear and Sunny
D2519,Clear and Sunny
D2520,Moderate to Heavy Rain
D2521,Partly Cloudy
D2522,Clear and Sunny
D2523,Clear and Sunny
D2524,Clear and Sunny
D2525,Clear and Sunny
D2526,Clear and Sunny
D2527,Clear and Sunny
D2528,Clear and Sunny
D2529,Clear and Sunny
D2530,Clear and Sunny
D2531,Clear and Sunny
D2532,Clear and Sunny
D2533,Clear and Sunny
D2534,Clear and Sunny
D2535,Clear and Sunny
D2536,Clear and Sunny
D2537,Clear and Sunny
D2538,Clear and Sunny
D2539,Clear and Sunny
D2540,Clear and Sunny
D2541,Clear and Sunny
D2542,Clear and Sunny
D2543,Clear and Sunny
D2544,Clear and Sunny
D2545,Clear and Sunny
D2546,Clear and Sunny
D2547,Clear and Sunny
D2548,Clear and Sunny
D2549,Partly Cloudy
D2550,Clear and Sunny
D2551,Clear and Sunny
D2552,Clear and Sunny
D2553,Partly Cloudy
D2554,Clear and Sunny
D2555,Clear and Sunny
D2556,Clear and Sunny
D2557,Clear and Sunny
D2558,Clear and Sunny
D2559,Clear and Sunny
D2560,Clear and Sunny
D2561,Partly Cloudy
D2562,Partly Cloudy
D2563,Partly Cloudy
D2564,Partly Cloudy
D2565,Clear and Sunny
D2566,Clear and Sunny
D2567,Clear and Sunny
D2568,Clear and Sunny
D2569,Partly Cloudy
D2570,Partly Cloudy
D2571,Clear and Sunny
D2572,Clear and Sunny
D2573,Partly Cloudy
D2574,Partly Cloudy
D2575,Clear and Sunny
D2576,Clear and Sunny
D2577,Clear and Sunny
D2578,Clear and Sunny
D2579,Clear and Sunny
D2580,Clear and Sunny
D2581,Clear and Sunny
D2582,Clear and Sunny
D2583,Partly Cloudy
D2584,Partly Cloudy
D2585,Clear and Sunny
D2586,Clear and Sunny
D2587,Clear and Sunny
D2588,Clear and Sunny
D2589,Partly Cloudy
D2590,Clear and Sunny
D2591,Clear and Sunny
D2592,Clear and Sunny
D2593,Clear and Sunny
D2594,Clear and Sunny
D2595,Clear and Sunny
D2596,Clear and Sunny
D2597,Clear and Sunny
D2598,Clear and Sunny
D2599,Partly Cloudy
D2600,Partly Cloudy
D2601,Partly Cloudy
D2602,Partly Cloudy
D2603,Rain Showers
D2604,Partly Cloudy
D2605,Partly Cloudy
D2606,Partly Cloudy
D2607,Partly Cloudy
D2608,Partly Cloudy
D2609,Partly Cloudy
D2610,Partly Cloudy
D2611,Partly Cloudy
D2612,Partly Cloudy
D2613,Partly Cloudy
D2614,Partly Cloudy
D2615,Partly Cloudy
D2616,Partly Cloudy
D2617,Partly Cloudy
D2618,Partly Cloudy
D2619,Partly Cloudy
D2620,Partly Cloudy
D2621,Partly Cloudy
D2622,Partly Cloudy
D2623,Partly Cloudy
D2624,Partly Cloudy
D2625,Clear and Sunny
D2626,Clear and Sunny
D2627,Clear and Sunny
D2628,Clear and Sunny
D2629,Clear and Sunny
D2630,Thunderstorms
D2631,Light Precipitation
D2632,Partly Cloudy
D2633,Clear and Sunny
D2634,Clear and Sunny
D2635,Clear and Sunny
D2636,Clear and Sunny
D2637,Clear and Sunny
D2638,Clear and Sunny
D2639,Clear and Sunny
D2640,Clear and Sunny
D2641,Clear and Sunny
D2642,Clear and Sunny
D2643,Clear and Sunny
D2644,Clear and Sunny
D2645,Clear and Sunny
D2646,Clear and Sunny
D2647,Clear and Sunny
D2648,Clear and Sunny
D2649,Clear and Sunny
D2650,Clear and Sunny
D2651,Partly Cloudy
D2652,Partly Cloudy
D2653,Clear and Sunny
D2654,Clear and Sunny
D2655,Clear and Sunny
D2656,Clear and Sunny
D2657,Clear and Sunny
D2658,Clear and Sunny
D2659,Clear and Sunny
D2660,Clear and Sunny
D2661,Clear and Sunny
D2662,Partly Cloudy
D2663,Clear and Sunny
D2664,Cloudy and Overcast
D2665,Clear and Sunny
D2666,Clear and Sunny
D2667,Clear and Sunny
D2668,Partly Cloudy
D2669,Clear and Sunny
D2670,Clear and Sunny
D2671,Clear and Sunny
D2672,Partly Cloudy
D2673,Partly Cloudy
D2674,Clear and Sunny
D2675,Clear and Sunny
D2676,Clear and Sunny
D2677,Partly Cloudy
D2678,Light Precipitation
D2679,Partly Cloudy
D2680,Partly Cloudy
D2681,Cloudy and Overcast
D2682,Partly Cloudy
D2683,Partly Cloudy
D2684,Rain Showers
D2685,Cloudy and Overcast
D2686,Cloudy and Overcast
D2687,Cloudy and Overcast
D2688,Cloudy and Overcast
D2689,Cloudy and Overcast
D2690,Partly Cloudy
D2691,Cloudy and Overcast
D2692,Partly Cloudy
D2693,Partly Cloudy
D2694,Partly Cloudy
D2695,Partly Cloudy
D2696,Cloudy and Overcast
D2697,Cloudy and Overcast
D2698,Cloudy and Overcast
D2699,Partly Cloudy
D2700,Partly Cloudy
D2701,Cloudy and Overcast
D2702,Clear and Sunny
D2703,Cloudy and Overcast
D2704,Cloudy and Overcast
D2705,Partly Cloudy
D2706,Partly Cloudy
D2707,Partly Cloudy
D2708,Clear and Sunny
D2709,Clear and Sunny
D2710,Clear and Sunny
D2711,Clear and Sunny
D2712,Clear and Sunny
D2713,Clear and Sunny
D2714,Clear and Sunny
D2715,Partly Cloudy
D2716,Partly Cloudy
D2717,Clear and Sunny
D2718,Clear and Sunny
D2719,Partly Cloudy
D2720,Clear and Sunny
D2721,Clear and Sunny
D2722,Clear and Sunny
D2723,Clear and Sunny
D2724,Clear and Sunny
D2725,Clear and Sunny
D2726,Clear and Sunny
D2727,Mist or Fog
D2728,Mist or Fog
D2729,Mist or Fog
D2730,Mist or Fog
D2731,Mist or Fog
D2732,Partly Cloudy
D2733,Clear and Sunny
D2734,Mist or Fog
D2735,Mist or Fog
D2736,Clear and Sunny
D2737,Clear and Sunny
D2738,Clear and Sunny
D2739,Partly Cloudy
D2740,Cloudy and Overcast
D2741,Light Precipitation
D2742,Partly Cloudy
D2743,Clear and Sunny
D2744,Mist or Fog
D2745,Clear and Sunny
D2746,Clear and Sunny
D2747,Clear and Sunny
D2748,Partly Cloudy
D2749,Cloudy and Overcast
D2750,Clear and Sunny
D2751,Mist or Fog
D2752,Mist or Fog
D2753,Cloudy and Overcast
D2754,Partly Cloudy
D2755,Clear and Sunny
D2756,Clear and Sunny
D2757,Partly Cloudy
D2758,Cloudy and Overcast
D2759,Clear and Sunny
D2760,Cloudy and Overcast
D2761,Cloudy and Overcast
D2762,Cloudy and Overcast
D2763,Clear and Sunny
D2764,Clear and Sunny
D2765,Clear and Sunny
D2766,Clear and Sunny
D2767,Clear and Sunny
D2768,Clear and Sunny
D2769,Clear and Sunny
D2770,Cloudy and Overcast
D2771,Cloudy and Overcast
D2772,Clear and Sunny
D2773,Cloudy and Overcast
D2774,Cloudy and Overcast
D2775,Clear and Sunny
D2776,Clear and Sunny
D2777,Cloudy and Overcast
D2778,Cloudy and Overcast
D2779,Clear and Sunny
D2780,Partly Cloudy
D2781,Clear and Sunny
D2782,Clear and Sunny
D2783,Clear and Sunny
D2784,Clear and Sunny
D2785,Cloudy and Overcast
D2786,Cloudy and Overcast
D2787,Cloudy and Overcast
D2788,Cloudy and Overcast
D2789,Clear and Sunny
D2790,Clear and Sunny
D2791,Partly Cloudy
D2792,Partly Cloudy
D2793,Clear and Sunny
D2794,Clear and Sunny
D2795,Clear and Sunny
D2796,Partly Cloudy
D2797,Clear and Sunny
D2798,Clear and Sunny
D2799,Clear and Sunny
D2800,Partly Cloudy
D2801,Partly Cloudy
D2802,Partly Cloudy
D2803,Mist or Fog
D2804,Clear and Sunny
D2805,Clear and Sunny
D2806,Clear and Sunny
D2807,Clear and Sunny
D2808,Clear and Sunny
D2809,Clear and Sunny
D2810,Clear and Sunny
D2811,Clear and Sunny
D2812,Cloudy and Overcast
D2813,Partly Cloudy
D2814,Clear and Sunny
D2815,Clear and Sunny
D2816,Cloudy and Overcast
D2817,Moderate to Heavy Rain
D2818,Partly Cloudy
D2819,Partly Cloudy
D2820,Partly Cloudy
D2821,Cloudy and Overcast
D2822,Cloudy and Overcast
D2823,Partly Cloudy
D2824,Cloudy and Overcast
D2825,Cloudy and Overcast
D2826,Cloudy and Overcast
D2827,Cloudy and Overcast
D2828,Cloudy and Overcast
D2829,Light Precipitation
D2830,Cloudy and Overcast
D2831,Cloudy and Overcast
D2832,Moderate to Heavy Rain
D2833,Cloudy and Overcast
D2834,Cloudy and Overcast
D2835,Cloudy and Overcast
D2836,Cloudy and Overcast
D2837,Cloudy and Overcast
D2838,Cloudy and Overcast
D2839,Partly Cloudy
D2840,Partly Cloudy
D2841,Partly Cloudy
D2842,Light Precipitation
D2843,Partly Cloudy
D2844,Partly Cloudy
D2845,Light Precipitation
D2846,Clear and Sunny
D2847,Light Precipitation
D2848,Partly Cloudy
D2849,Partly Cloudy
D2850,Partly Cloudy
D2851,Partly Cloudy
D2852,Clear and Sunny
D2853,Clear and Sunny
D2854,Clear and Sunny
D2855,Clear and Sunny
D2856,Clear and Sunny
D2857,Clear and Sunny
D2858,Clear and Sunny
D2859,Clear and Sunny
D2860,Clear and Sunny
D2861,Clear and Sunny
D2862,Clear and Sunny
D2863,Clear and Sunny
D2864,Light Precipitation
D2865,Clear and Sunny
D2866,Light Precipitation
D2867,Clear and Sunny
D2868,Clear and Sunny
D2869,Clear and Sunny
D2870,Clear and Sunny
D2871,Clear and Sunny
D2872,Clear and Sunny
D2873,Clear and Sunny
D2874,Clear and Sunny
D2875,Clear and Sunny
D2876,Clear and Sunny
D2877,Clear and Sunny
D2878,Clear and Sunny
D2879,Clear and Sunny
D2880,Clear and Sunny
D2881,Clear and Sunny
D2882,Clear and Sunny
D2883,Partly Cloudy
D2884,Clear and Sunny
D2885,Clear and Sunny
D2886,Clear and Sunny
D2887,Clear and Sunny
D2888,Clear and Sunny
D2889,Clear and Sunny
D2890,Clear and Sunny
D2891,Clear and Sunny
D2892,Clear and Sunny
D2893,Clear and Sunny
